Chapter,SubChapter,Question,Person,Answer
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,도비,22
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,제우스,공감합니다.
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야근요정,33
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,주4일제,44
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,gg,55
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,뿌셔뿌셔,55
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,뿌셔뿌셔,66
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,제우스,재택은 칸타에서 줄 수 있는 큰 복지 중 하나가 아닌가 싶습니다.
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㄹㄹㄹ,나가서 해야할 것 같으면 알아서 나가요 ㅠㅠ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,뿌셔뿌셔,재택 지켜주세요!!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,제우스,비용이 들어가는 것도 아닌데
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,경기침체,진짜 재택이 최고 복지입니다...
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㄹㄹㄹ,재택하면서 야근하면 어차피 제 돈 주고 밥 먹어야 하는데...
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,경기침체,다른 회사 5일 출근할 생각하면 칸타 못 떠나요~~~
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,주4일제,맞아 재택 할때 야근 식대 지원 되면 좋을거 같아요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,yoyo,맞아요 재택시 야근 식대 필요해요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,제우스,제가 예전에 문의했었는데 안된다고 하더라구요.
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야옹이는왈왈,업무 특성상 사무실 나와야되는 날이 일정치가 않은데 굳이 고정해서 해야되나 싶습니다.
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,도비,홍진아 수석님 너무 좋아요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,HJ,22
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,뿌셔뿌셔,33
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,팀장,팀장도 불러주세요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,제우스,44
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,Kicj,매끄러운 진행 감사합니다
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,seaaa,홍진아 수석님 고생 많으십니다..
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,코인물림,진행 너무 잘하세요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,팀장,다같이 있어야 이런얘기 듣죠
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야근요정,재택 야근 식대는 악용하는 사람이 있을 것 같아서 그럴 것 같은데....성실히 양심적으로 하는 사람들이 더 많은 것 같아요!! 방안 고려해주시면 너무 감사할것 같아여
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,햄토리,홍진아 수석님 정말 감사합니다!! 목소리 너무 좋으세요...<3
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,경기침체,수석님 고생 많으셨습니다~~
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,주4일제,오늘 결과에 대한 공유 꼭 있었으면 해요!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,?,유익한 시간이었습니다~~~
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㄹㄹㄹ,수석님 고생 많으셨어요!!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,제우스,팀장님들은 이렇게 솔직하게 말씀들 못하실텐데
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,콩콩이,좋은 시간 마련해주셔서 감사합니ㅏㄷ ~
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㄹㄹㄹ,꿀목소리... 고막 녹아요..
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,제우스,좋네요! 이런시간!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,진인사대천명,감사합니다
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,YuYu,감사합니다
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야옹이는왈왈,감사합니다~~ 수고 많으셨습니다!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야근요정,감사합니다!!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,주4일제,정말 유익했습니다! 감사합니다 수석님! :)
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,콩콩이,맞아요 목소리 너무 좋으세요
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,감자,편하게 애기할수있어서 좋았어요~!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,토르,감사합니다.
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ppppt,감사합니다~~~
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,팀장,링크만 있으면 팀장도 들어올수있당
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,?,감사합니다
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,뭐라고할까,좋은 시간 감사합니다! 재밌고 편안한 시간이였습니다!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,오바메양,감사합니다 :)
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,YuYu,목소리 정말 좋으세요~~ㅎㅎㅎ
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㅇ6,감사합니다 :-)
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,asdiiii,수고 많으셨습니다~ :)
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,녹차,감사합니다!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,yoyo,감사합니다~!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,ㅋㅋㅋㅋㅋ,감사합니다!
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,주4일제,팀장은 진짜 팀자인ㅁ이세요?
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,배고프다,감사합니다
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,야호,감사합니다~
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,주4일제,팀장님이세요?
회사 생활 및 팀 내 문화에 대한 개선 사항,회사에 바라는 개선사항,회사에서 지원해 주었으면 하는 점이 있다면 무엇인지?,피카츄,수고 많으셨습니다~
